epoch,Base1,Base2,Base3,Base4,Fingertip1,Fingertip2,Fingertip3,Fingertip4,Knuckle1,Knuckle2,Knuckle3,Knuckle4,Palmcenter,Upperarm,Wrist,loss,lr,val_Base1,val_Base2,val_Base3,val_Base4,val_Fingertip1,val_Fingertip2,val_Fingertip3,val_Fingertip4,val_Knuckle1,val_Knuckle2,val_Knuckle3,val_Knuckle4,val_Palmcenter,val_Upperarm,val_Wrist,val_loss
10,0.0006074024131521583,0.00078102684346959,0.0008105714805424213,0.0008701178594492376,0.0006936925346963108,0.0010773460380733013,0.0012071229284629226,0.0012677698396146297,0.0007527257548645139,0.0008652650285512209,0.0009915082482621074,0.0010012270649895072,0.0006063414621166885,0.0010673092911019921,0.0005253765266388655,0.0008749868138693273,1e-04,0.000512742786668241,0.0006915024714544415,0.0007582098478451371,0.0007350753294304013,0.0005826877895742655,0.0011726481607183814,0.0012448072666302323,0.0012636554893106222,0.000618171354290098,0.0008178658317774534,0.0008670555544085801,0.000860288564581424,0.0005373035091906786,0.001001626718789339,0.0005070905899628997,0.0008113821386359632
11,0.0005829239962622523,0.0007865168736316264,0.0007789067458361387,0.0008379558566957712,0.0006654247408732772,0.0010364900808781385,0.0011703093769028783,0.0012161072809249163,0.0007241456187330186,0.0008549234480597079,0.0009421151480637491,0.0009658443741500378,0.0005952910869382322,0.0010506833204999566,0.00046473214752040803,0.0008448247099295259,1e-04,0.0005128552438691258,0.0007067487458698452,0.0007404570351354778,0.0007481415523216128,0.0006027439958415926,0.0011126430472359061,0.001173549797385931,0.0012119121383875608,0.0006280207890085876,0.0007829604437574744,0.0009231438161805272,0.0008785615209490061,0.0004767249629367143,0.0010165023850277066,0.00040314512443728745,0.0007945407414808869
12,0.000566182192414999,0.0007382474141195416,0.0007349774823524058,0.0007952472078613937,0.0006805160082876682,0.0010137578938156366,0.001111277611926198,0.001172764110378921,0.0007200458785519004,0.0008095185621641576,0.0008865208365023136,0.0009149151737801731,0.0005724260117858648,0.0010143173858523369,0.00042574157123453915,0.0008104305597953498,1e-04,0.0004883090732619166,0.0006876441766507924,0.0007055129390209913,0.0007302053854800761,0.0006016276311129332,0.00119661760982126,0.0012504241894930601,0.001311990199610591,0.0005834572366438806,0.0007524745306000113,0.0008619643049314618,0.0009034088579937816,0.0005077013629488647,0.0011262445477768779,0.00040735601214691997,0.000807662436272949
13,0.0005391658050939441,0.0006968087400309741,0.0007047464605420828,0.0007681112037971616,0.0006681897211819887,0.0009831871138885617,0.0010785710765048862,0.0011002691462635994,0.0006888297502882779,0.0007743198657408357,0.0008468371233902872,0.000884349225088954,0.0005462318076752126,0.0009998510358855128,0.00041215706733055413,0.0007794419070705771,1e-04,0.0004938599886372685,0.0006495518609881401,0.0006479358416981995,0.0006939505692571402,0.0005894501809962094,0.001052515464834869,0.001163984416052699,0.0011494114296510816,0.0005750225973315537,0.0007536220364272594,0.0008313767029903829,0.0008814717875793576,0.0005489978357218206,0.0009711968596093357,0.00035060575464740396,0.0007568635046482086
14,0.0005134048406034708,0.0006618438055738807,0.0006514557171612978,0.000706359394825995,0.0006559347384609282,0.0009312573820352554,0.000988800311461091,0.0010326257906854153,0.0006747731822542846,0.0007093120366334915,0.0007790499366819859,0.0008334423182532191,0.0005358571070246398,0.0009673536405898631,0.00036219009780324996,0.0007335772388614714,1e-04,0.000477416324429214,0.0006439342978410423,0.0006011617952026427,0.0006007415358908474,0.0005910656764172018,0.0010425107320770621,0.0010491281282156706,0.001069220481440425,0.00057174515677616,0.0006825206219218671,0.0007578171789646149,0.000779550289735198,0.0005299965268932283,0.000962011341471225,0.00032786052906885743,0.0007124453550204635
15,0.0005054646171629429,0.000632951851002872,0.0006433495436795056,0.0006833670777268708,0.0006659747450612485,0.0008992446819320321,0.0009556883596815169,0.0009883784223347902,0.0006555725703947246,0.0006786794983781874,0.0007366727222688496,0.0008024713024497032,0.0005195360281504691,0.0009598232572898269,0.0003292369656264782,0.0007104272954165936,1e-04,0.0004581032844725996,0.00061784777790308,0.0006238850764930248,0.0006833141087554395,0.0005897540831938386,0.0010072753066197038,0.0010225713485851884,0.0010414146818220615,0.0005837384378537536,0.0006872793892398477,0.0007379345479421318,0.0007874493603594601,0.0004936898476444185,0.0009565332438796759,0.0003480322193354368,0.0007092547020874918
16,0.0004610621544998139,0.0005953188519924879,0.0005989057244732976,0.0006538330344483256,0.0006365535082295537,0.0008600363507866859,0.0009063855977728963,0.0009203894296661019,0.0006184735684655607,0.0006339388201013207,0.0006936733261682093,0.0007716052932664752,0.00048718054313212633,0.0009348562452942133,0.0003134228172712028,0.0006723758415319026,1e-04,0.00044344147318042815,0.0005581132136285305,0.0005615580012090504,0.0006107890512794256,0.0005733682191930711,0.0009841595310717821,0.001032729633152485,0.0010521425865590572,0.0005426759016700089,0.000639114819932729,0.0006946459761820734,0.0007630816544406116,0.0004815536958631128,0.0009700861410237849,0.0003973505808971822,0.0006869874196127057
17,0.00044875938328914344,0.0005709488759748638,0.0005922034615650773,0.0006229208665899932,0.0006578515749424696,0.0008375368779525161,0.0008553275838494301,0.0008868383010849357,0.0006093119154684246,0.0005880456883460283,0.0006590733537450433,0.0007412402192130685,0.0004814135027118027,0.0009358957759104669,0.0003085277567151934,0.000653059862088412,1e-04,0.0004711871442850679,0.0005638894508592784,0.0005932450876571238,0.0006266465061344206,0.0005458227242343128,0.0009003531886264682,0.0008856189670041203,0.0009364243014715612,0.0005017488147132099,0.0005950148333795369,0.0006895496626384556,0.0007169737364165485,0.00043420217116363347,0.0010253363288939,0.0003256275085732341,0.0006541094044223428
18,0.0003966611693613231,0.0005183959729038179,0.0005572147783823311,0.0006002698792144656,0.0006208617123775184,0.0008076844969764352,0.0008374270983040333,0.000831735844258219,0.0005556846735998988,0.0005545394960790873,0.0006284679402597249,0.0006811918574385345,0.0004701402795035392,0.0009130619582720101,0.0002964373561553657,0.0006179848569445312,1e-04,0.0004495622997637838,0.0005524429143406451,0.0005317138275131583,0.0005873684422113001,0.0005538454279303551,0.0009096465655602515,0.0008781272917985916,0.0009111075196415186,0.0005323188379406929,0.000603454012889415,0.0006372182397171855,0.000687693536747247,0.0004198756068944931,0.0009435585234314203,0.00031541616772301495,0.0006342232809402049
19,0.000396032293792814,0.0005250083631835878,0.0005426759016700089,0.0005999020650051534,0.000603159365709871,0.000767161778640002,0.0007939129718579352,0.0007990664453245699,0.0005220328457653522,0.0005377103225328028,0.0006052809185348451,0.0006626367685385048,0.0004658553225453943,0.0008871096069924533,0.00025985034881159663,0.0005978263798169792,1e-04,0.00041654668166302145,0.0005295825540088117,0.0005617751739919186,0.0005627744249068201,0.0005476315272971988,0.0008905219729058444,0.0008286587544716895,0.0008824276155792177,0.0005010309396311641,0.0005536815733648837,0.000623925996478647,0.000629251531790942,0.0004724898317363113,0.0009504931513220072,0.0003368522156961262,0.0006191763677634299
20,0.0003789986949414015,0.0004802089533768594,0.0005029304884374142,0.0005539218545891345,0.0005900643300265074,0.0007466134848073125,0.000742154021281749,0.0007226119050756097,0.0005202704924158752,0.0005094385705888271,0.0005613108514808118,0.000610758550465107,0.0004416369483806193,0.0008882964611984789,0.0002443272096570581,0.0005662362091243267,1e-04,0.0004287597839720547,0.0005896163056604564,0.0005600191652774811,0.000641527003608644,0.0005288836546242237,0.0009308744338341057,0.0008807503036223352,0.0009710114682093263,0.0005000859382562339,0.0006434729439206421,0.0006720623932778835,0.0006896922132000327,0.0004430400440469384,0.0009425441967323422,0.0003495554265100509,0.0006514595588669181
21,0.00037396521656773984,0.0004849147517234087,0.0004949074354954064,0.0005341001669876277,0.0005533585790544748,0.0007048380794003606,0.0007027829997241497,0.0006813472718931735,0.0004805636708624661,0.0004844305803999305,0.0005450170719996095,0.000575685640797019,0.00044579355744645,0.0008572556544095278,0.00024343677796423435,0.0005441599059849977,1e-04,0.0004186842998024076,0.00048443159903399646,0.0005217866855673492,0.0005737426108680665,0.0005095719243399799,0.0007504133973270655,0.0008103582658804953,0.0008799107745289803,0.00046777594252489507,0.0005412386963143945,0.0005830726586282253,0.0006091822870075703,0.0004729702486656606,0.0009272244060412049,0.0002653207629919052,0.0005877123330719769
22,0.00035296124406158924,0.00045315269380807877,0.00048800339573062956,0.0005168330390006304,0.0005381354712881148,0.0006798250833526254,0.0006856641848571599,0.0006546927033923566,0.0004713588859885931,0.0004703175800386816,0.0005084083531983197,0.0005504368455149233,0.0004350544768385589,0.0008442147518508136,0.0002182371390517801,0.000524486240465194,1e-04,0.00042547142948023975,0.0005326246027834713,0.000529628130607307,0.0006176857277750969,0.0005862165126018226,0.0009037830168381333,0.0008480336982756853,0.000839758722577244,0.0004786795179825276,0.0005965963355265558,0.0006409539491869509,0.0006552968407049775,0.0004466261307243258,0.0009307144791819155,0.0002808792341966182,0.0006208631675690413
23,0.0003500609309412539,0.00043210372678004205,0.00046697704237885773,0.0004990749876014888,0.0005043688579462469,0.0006744538550265133,0.0006594667793251574,0.0006241531809791923,0.0004502182418946177,0.00044721178710460663,0.0005016147624701262,0.0005238557932898402,0.00042388204019516706,0.0008453243062831461,0.00021000471315346658,0.0005075179506093264,1e-04,0.00040690304012969136,0.0005088183097541332,0.00047703972086310387,0.0005562945152632892,0.0004946746048517525,0.000837325700558722,0.0007951378356665373,0.0008890210883691907,0.00046976612065918744,0.0005519643891602755,0.000619016180280596,0.0006493243854492903,0.00040731660556048155,0.0009517361177131534,0.0003112975973635912,0.0005950424238108099
24,0.00033152272226288915,0.00043914272100664675,0.0004569517623167485,0.000495861517265439,0.00047427008394151926,0.0006342980195768178,0.0006289882003329694,0.0005820849910378456,0.0004319518047850579,0.00045022100675851107,0.0004855253209825605,0.0005278383032418787,0.0004221190756652504,0.0008486994192935526,0.0001922048832057044,0.0004934452008455992,1e-04,0.0003908135986421257,0.000536296924110502,0.0005193285178393126,0.0005470673786476254,0.00045097401016391814,0.0008129913476295769,0.0007932721637189388,0.0008528530597686768,0.0004511071601882577,0.0005628546932712197,0.0006385055021382868,0.0005796832265332341,0.00043525462388060987,0.0009541866602376103,0.00034389790380373597,0.0005912724882364273
25,0.00032982308766804636,0.0004177051014266908,0.0004401036712806672,0.0004695312527474016,0.00046070932876318693,0.0006020282744430006,0.0005863736150786281,0.0005561450379900634,0.00041947970748879015,0.00041635383968241513,0.0004538042703643441,0.0004954548203386366,0.00040995184099301696,0.0008095093653537333,0.00018208012625109404,0.0004699369892477989,1e-04,0.00038488605059683323,0.0004357845464255661,0.0004596516373567283,0.0005815296899527311,0.0004647456808015704,0.0007610063767060637,0.0007917328621260822,0.000837728613987565,0.0004360831226222217,0.0005296149756759405,0.0006069079390726984,0.0006124399369582534,0.000434837827924639,0.0009584904764778912,0.0002888216695282608,0.0005722841015085578
26,0.00031339313136413693,0.00041251565562561154,0.00040835089748725295,0.00044754118425771594,0.00041426863754168153,0.0005641892203129828,0.0005577552947215736,0.0005261005717329681,0.00038939385558478534,0.00042060186387971044,0.0004198530223220587,0.00046442257007583976,0.00039457392995245755,0.0008067901944741607,0.00016606181452516466,0.00044705404434353113,1e-04,0.0004035548772662878,0.0004848890530411154,0.0005006945575587451,0.0005630547530017793,0.00046095848665572703,0.0008269681711681187,0.0007573437760584056,0.0007416129228658974,0.0004545050614979118,0.0005641562165692449,0.0006126828375272453,0.0006215308094397187,0.00041373504791408777,0.0009385051671415567,0.0003161576169077307,0.0005773566663265228
27,0.00031405879417434335,0.0003856424009427428,0.00039699074113741517,0.0004254380182828754,0.0004028128751087934,0.0005516550736501813,0.0005306507810018957,0.000492013175971806,0.0003924955381080508,0.00039906962774693966,0.00040328814066015184,0.00044522384996525943,0.0003880743170157075,0.0007777424762025476,0.00015807982708793133,0.0004308822681196034,1e-04,0.00038590896292589605,0.000504907569848001,0.000461697782156989,0.0006032801466062665,0.00041793915443122387,0.0007533486932516098,0.0007301286677829921,0.0007778682629577816,0.0004065044631715864,0.0004653197538573295,0.0005805452237837017,0.0006339557003229856,0.00045299596968106925,0.000944419065490365,0.0002597748825792223,0.0005585729377344251
28,0.00030389445601031184,0.000376287498511374,0.00037991534918546677,0.00042045899317599833,0.00038059454527683556,0.0005367934936657548,0.0005219561280682683,0.0004949361900798976,0.0003759345563594252,0.00038222887087613344,0.00039314766763709486,0.0004411133995745331,0.0003792655188590288,0.0007931306026875973,0.00016906704695429653,0.0004232483624946326,1e-04,0.00037745010922662914,0.0005008058506064117,0.0004532610473688692,0.0005008086445741355,0.00043571717105805874,0.0007987801800481975,0.0007791424868628383,0.0007225938024930656,0.0004430569533724338,0.0005615613190457225,0.0006438218406401575,0.0005597535637207329,0.0004456395690795034,0.0009909073123708367,0.00033743740641511977,0.0005700491601601243
29,0.00032088172156363726,0.0003839267883449793,0.0003781880368478596,0.0004154371563345194,0.0003639701462816447,0.0005187276401557028,0.0004932325682602823,0.0004587206931319088,0.00038020542706362903,0.00037444327608682215,0.000376878771930933,0.0004094188043382019,0.00037789210909977555,0.0007648240425623953,0.00015023720334284008,0.00041113232146017253,1e-04,0.0003655274922493845,0.00045979273272678256,0.000473895255709067,0.000548729149159044,0.0004079682403244078,0.0007602862315252423,0.0007713407394476235,0.0007148443255573511,0.00042576316627673805,0.000535968691110611,0.0005750676500611007,0.0005507462774403393,0.00041102105751633644,0.0009590152185410261,0.0003273899492342025,0.0005524904117919505
30,0.000287949456833303,0.0003655538894236088,0.0003740599495358765,0.0003912264946848154,0.00033722640364430845,0.0004692414659075439,0.0004603833076544106,0.00042533717351034284,0.00034669190063141286,0.0003609800769481808,0.0003789694746956229,0.00039786138222552836,0.00035364500945433974,0.0007547344430349767,0.0001397785817971453,0.00038957587094046175,1e-04,0.00037348587648011744,0.0004675807140301913,0.000490472768433392,0.0005625214544124901,0.00040240981616079807,0.0007252587238326669,0.0007433447171933949,0.0007160493987612426,0.0003808240289799869,0.0004916127072647214,0.0006001597503200173,0.0006209042621776462,0.00042282522190362215,0.0009284874540753663,0.0002754031156655401,0.0005467560840770602
31,0.00029731300310231745,0.0003459604922682047,0.0003661898954305798,0.00039581890450790524,0.00034051385591737926,0.00047468769480474293,0.00045723997754976153,0.0004198907408863306,0.0003470413212198764,0.00033413272467441857,0.00035902095260098577,0.00038424841477535665,0.00036355346674099565,0.0007257100660353899,0.00012219359632581472,0.0003822343423962593,1e-04,0.0003653672174550593,0.00047092826571315527,0.00045716355089098215,0.0005332386353984475,0.0003988078678958118,0.0007832030532881618,0.0007020336925052106,0.0006807725294493139,0.00043062810436822474,0.0005038436502218246,0.0005561191355809569,0.0006266628624871373,0.00042543828021734953,0.0009396855602972209,0.0003057487774640322,0.0005453094490803778
32,0.0002870928146876395,0.0003588905092328787,0.0003580409102141857,0.0003764877328649163,0.0003231082810088992,0.00047029860434122384,0.0004401370242703706,0.000416184077039361,0.0003534978604875505,0.0003482695610728115,0.0003657482739072293,0.00038049687282182276,0.0003402979637030512,0.0007465966045856476,0.00011506368173286319,0.00037868067738600075,1e-04,0.0003838381089735776,0.000447513215476647,0.0004646166053134948,0.0005577479023486376,0.0004005350638180971,0.0007658640970475972,0.0007117147906683385,0.0007393033592961729,0.00040907374932430685,0.0005004992126487195,0.0005506481975317001,0.0005903673591092229,0.00040995609015226364,0.0009046571794897318,0.0002911332412622869,0.0005418311920948327
33,0.00029115579673089087,0.00033832251210696995,0.0003475610865280032,0.00035375141305848956,0.0003264490806031972,0.00044939934741705656,0.00043108570389449596,0.0003908882790710777,0.00033407885348424315,0.0003331749758217484,0.0003381206188350916,0.0003499585436657071,0.00033733187592588365,0.0007147216238081455,0.0001050252394634299,0.00036273509613238275,1e-04,0.0003662271483335644,0.0005131678190082312,0.0004487415717449039,0.0005626610363833606,0.0003980671754106879,0.0007812771364115179,0.0007389982929453254,0.0006802730495110154,0.0004181957046967,0.0005539610283449292,0.0005442675901576877,0.0005505995941348374,0.00043443936738185585,0.0009093948174268007,0.00028548631235025823,0.0005457171355374157
34,0.00027364896959625185,0.0003311294422019273,0.0003379604604560882,0.00035557083901949227,0.0002840615052264184,0.0004140650562476367,0.00040280274697579443,0.00035989517346024513,0.000315730256261304,0.0003230902075301856,0.0003316920774523169,0.0003543857019394636,0.00034168234560638666,0.000713507819455117,0.00010397977894172072,0.0003495468117762357,1e-04,0.0003542405611369759,0.00042423588456586003,0.0004467904509510845,0.0005602638702839613,0.00042410401511006057,0.0007727142074145377,0.0007092279265634716,0.000792485021520406,0.0004097983764950186,0.0005345658864825964,0.0005647061625495553,0.0006057153223082423,0.00040600719512440264,0.000976455514319241,0.0003059309674426913,0.0005524827865883708
35,0.0002725832164287567,0.00031613651663064957,0.0003242194070480764,0.0003487519279588014,0.00031481918995268643,0.00042652737465687096,0.0003842195146717131,0.0003687448624987155,0.0003203879459761083,0.000303621927741915,0.00032241077860817313,0.0003279797965660691,0.00032504566479474306,0.0006866444600746036,9.329264867119491e-05,0.0003423589514568448,1e-04,0.0003411178768146783,0.0004250849597156048,0.00045715991291217506,0.0004988282453268766,0.00035703371395356953,0.000706273305695504,0.0006781130214221776,0.0006243926472961903,0.0003945271600969136,0.00043651770101860166,0.0005469555617310107,0.00048548373160883784,0.0004392332339193672,0.0009312048205174506,0.0002576989936642349,0.0005053083295933902
36,0.0002711998240556568,0.0003330658655613661,0.0003278545627836138,0.00033515915856696665,0.0002810382575262338,0.0004011800338048488,0.0003830769855994731,0.0003382203867658973,0.0003108190430793911,0.0003097065491601825,0.00031975482124835253,0.0003118526947218925,0.0003235249896533787,0.0006784828728996217,8.58615167089738e-05,0.00033405315480194986,1e-04,0.00037594183231703937,0.00045015389332547784,0.0004308806674089283,0.0006128367385827005,0.0004162271216046065,0.0007079417118802667,0.0007597505464218557,0.0006760908290743828,0.00038113369373604655,0.00046425082837231457,0.0005774046294391155,0.0005345195531845093,0.0004316172853577882,0.0009483240428380668,0.00029091935721226037,0.0005371995503082871
37,0.00025363831082358956,0.0003063697658944875,0.0003115877916570753,0.0003272844187449664,0.00027578670415095985,0.00039575822302140296,0.000381623103749007,0.0003222697414457798,0.00030578052974306047,0.0002941062848549336,0.00029561130213551223,0.0003052449319511652,0.00030946501647122204,0.0006425541359931231,8.493000495946035e-05,0.0003208006964996457,1e-04,0.00037224069819785655,0.00046780004049651325,0.00048470014007762074,0.0005657806759700179,0.0003717293730005622,0.0006985887885093689,0.0006916821002960205,0.0006924133049324155,0.000376710609998554,0.0004645095323212445,0.000570564647205174,0.0005593597306869924,0.00039051417843438685,0.0009208712726831436,0.0002762879594229162,0.0005269168759696186
38,0.0002578074054326862,0.0003088570956606418,0.0003082775801885873,0.00031063382630236447,0.0002598958963062614,0.00036625665961764753,0.0003598141483962536,0.0003223692474421114,0.00028941663913428783,0.00028703236603178084,0.00029578330577351153,0.0003020984586328268,0.0002977466501761228,0.0006527958903461695,8.649779920233414e-05,0.00031368539202958345,1e-04,0.0003739167586900294,0.0004244598385412246,0.00045394740300253034,0.0005261250189505517,0.0003796432283706963,0.0006963237538002431,0.0006941200117580593,0.0006712344475090504,0.0003779919061344117,0.00047925880062393844,0.0005035066278651357,0.00066164112649858,0.00043347611790522933,0.0009461058652959764,0.0003888036007992923,0.0005340369534678757
39,0.0002530005294829607,0.0003030235238838941,0.00028651097090914845,0.00031263299752026796,0.00024578298325650394,0.00034986811806447804,0.0003519871970638633,0.000312220276100561,0.00027977649006061256,0.0002882657863665372,0.0002806902048178017,0.00029871807782910764,0.00029682141030207276,0.0006282147951424122,7.786926289554685e-05,0.00030435886583290994,1e-04,0.0003576333401724696,0.00044269589125178754,0.00043103500502184033,0.0005506174638867378,0.0004263401497155428,0.0007229235488921404,0.0007244236185215414,0.0006149390246719122,0.0004169286694377661,0.0004771268868353218,0.0005291819106787443,0.0005073297652415931,0.0004222873249091208,0.0009038961725309491,0.0002907192974817008,0.0005212051910348237
40,0.0002466808946337551,0.00029574320069514215,0.0002996555413119495,0.0003027328639291227,0.00025083290529437363,0.0003563526552170515,0.0003388670738786459,0.00030306188273243606,0.00027890747878700495,0.000280123291304335,0.000287598290015012,0.00029203892336227,0.00029648133204318583,0.0006285170093178749,7.127405115170404e-05,0.0003019245050381869,1e-04,0.00033963005989789963,0.00041124780545942485,0.00044478694326244295,0.0005143547314219177,0.0003675027401186526,0.0006738544907420874,0.0007042569341138005,0.0006751143955625594,0.0003447025956120342,0.00043515590368770063,0.0005166759365238249,0.000564801215659827,0.0004005104419775307,0.0009371080086566508,0.00025397984427399933,0.0005055788205936551
